Date,Thaw depth Unburned,Thaw depth Moderate,Thaw depth Severe
24-Jul-2008,57,61,50
24-Jul-2008,29,51,69
24-Jul-2008,20,44,59
24-Jul-2008,33,48,58
24-Jul-2008,26,43,50
24-Jul-2008,32,52,45
24-Jul-2008,36,73,50
24-Jul-2008,41,40,42
24-Jul-2008,44,33,43
24-Jul-2008,35,53,61
24-Jul-2008,63,31,58
24-Jul-2008,54,43,64
24-Jul-2008,57,37,61
24-Jul-2008,28,57,65
24-Jul-2008,32,32,40
24-Jul-2008,38,48,42
24-Jul-2008,43,30,63
24-Jul-2008,33,44,50
24-Jul-2008,35,37,44
24-Jul-2008,44,48,53
24-Jul-2008,46,34,32
24-Jul-2008,55,50,49
24-Jul-2008,42,40,60
24-Jul-2008,54,55,59
24-Jul-2008,27,39,47
24-Jul-2008,32,59,33
24-Jul-2008,37,42,67
24-Jul-2008,42,47,38
24-Jul-2008,42,53,42
24-Jul-2008,52,63,63
24-Jul-2008,33,75,42
24-Jul-2008,46,33,51
24-Jul-2008,41,35,61
24-Jul-2008,53,32,55
24-Jul-2008,48,57,40
24-Jul-2008,29,44,36
24-Jul-2008,50,33,44
24-Jul-2008,54,48,50
24-Jul-2008,51,40,40
24-Jul-2008,46,40,61
24-Jul-2008,55,44,68
24-Jul-2008,20,48,65
24-Jul-2008,33,37,54
24-Jul-2008,29,40,60
24-Jul-2008,44,33,62
24-Jul-2008,34,50,53
24-Jul-2008,38,63,52
06-Aug-2008,33,60,56
06-Aug-2008,42,70,32
06-Aug-2008,35,57,53
06-Aug-2008,45,40,65
06-Aug-2008,34,38,65
06-Aug-2008,40,62,53
06-Aug-2008,47,39,58
06-Aug-2008,41,37,64
06-Aug-2008,42,40,38
06-Aug-2008,44,34,42
06-Aug-2008,37,45,61
06-Aug-2008,48,62,56
06-Aug-2008,44,47,53
06-Aug-2008,40,41,40
06-Aug-2008,34,55,62
06-Aug-2008,48,57,67
06-Aug-2008,29,37,62
06-Aug-2008,45,49,57
06-Aug-2008,37,60,44
06-Aug-2008,58,34,42
06-Aug-2008,40,54,73
06-Aug-2008,33,55,42
06-Aug-2008,44,52,59
06-Aug-2008,27,54,51
06-Aug-2008,27,35,68
06-Aug-2008,27,47,53
06-Aug-2008,35,41,37
06-Aug-2008,42,39,45
06-Aug-2008,34,57,43
06-Aug-2008,37,50,38
06-Aug-2008,28,41,66
06-Aug-2008,25,43,77
06-Aug-2008,47,53,67
06-Aug-2008,36,60,38
06-Aug-2008,42,44,60
06-Aug-2008,47,63,59
06-Aug-2008,49,39,65
06-Aug-2008,61,43,52
06-Aug-2008,62,58,50
06-Aug-2008,45,40,52
06-Aug-2008,61,41,57
06-Aug-2008,32,39,58
06-Aug-2008,27,59,59
06-Aug-2008,45,38,55
06-Aug-2008,49,51,52
06-Aug-2008,58,37,66
06-Aug-2008,48,37,55
06-Aug-2008,50,35,48
06-Aug-2008,40,52,52
06-Aug-2008,36,39,50
06-Aug-2008,30,40,44
06-Aug-2008,43,42,62
06-Aug-2008,35,57,56
06-Aug-2008,34,47,46
06-Aug-2008,45,55,46
06-Aug-2008,44,49,45
06-Aug-2008,45,47,55
06-Aug-2008,59,61,60
06-Aug-2008,35,70,55
06-Aug-2008,38,78,48
06-Aug-2008,45,37,67
06-Aug-2008,52,33,53
06-Aug-2008,56,34,50
06-Aug-2008,35,56,66
06-Aug-2008,34,45,39
06-Aug-2008,40,37,50
06-Aug-2008,45,52,53
06-Aug-2008,33,47,45
06-Aug-2008,30,52,62
06-Aug-2008,23,35,68
06-Aug-2008,49,39,73
06-Aug-2008,51,42,47
06-Aug-2008,52,43,58
06-Aug-2008,65,41,62
06-Aug-2008,53,58,57
06-Aug-2008,#N/A,52,55
30-Aug-2008,39,67,52
30-Aug-2008,52,78,32
30-Aug-2008,59,74,57
30-Aug-2008,51,44,67
30-Aug-2008,53,64,68
30-Aug-2008,43,49,63
30-Aug-2008,51,52,47
30-Aug-2008,35,37,47
30-Aug-2008,53,60,67
30-Aug-2008,61,49,39
30-Aug-2008,48,39,59
30-Aug-2008,29,81,52
30-Aug-2008,43,47,53
30-Aug-2008,48,58,57
30-Aug-2008,49,42,49
30-Aug-2008,49,51,62
30-Aug-2008,43,64,55
30-Aug-2008,45,45,58
30-Aug-2008,43,51,53
30-Aug-2008,60,58,71
30-Aug-2008,59,45,57
30-Aug-2008,43,63,64
30-Aug-2008,40,57,67
30-Aug-2008,47,58,57
30-Aug-2008,31,52,80
30-Aug-2008,36,44,53
30-Aug-2008,39,18,44
30-Aug-2008,49,46,49
30-Aug-2008,42,45,43
30-Aug-2008,40,41,54
30-Aug-2008,43,58,60
30-Aug-2008,40,55,60
30-Aug-2008,46,47,65
30-Aug-2008,43,68,67
30-Aug-2008,42,48,48
30-Aug-2008,41,68,67
30-Aug-2008,48,47,52
30-Aug-2008,54,47,47
30-Aug-2008,54,50,51
30-Aug-2008,60,39,58
30-Aug-2008,55,46,56
30-Aug-2008,71,49,64
30-Aug-2008,35,61,58
30-Aug-2008,34,61,53
30-Aug-2008,35,64,48
30-Aug-2008,56,45,67
30-Aug-2008,39,54,58
30-Aug-2008,48,45,50
30-Aug-2008,43,56,60
30-Aug-2008,49,36,45
30-Aug-2008,51,52,44
30-Aug-2008,54,37,60
30-Aug-2008,34,33,59
30-Aug-2008,30,44,46
30-Aug-2008,43,78,48
30-Aug-2008,43,52,44
30-Aug-2008,43,49,57
30-Aug-2008,51,64,63
30-Aug-2008,53,42,56
30-Aug-2008,38,77,48
30-Aug-2008,41,44,65
30-Aug-2008,58,47,45
30-Aug-2008,52,40,49
30-Aug-2008,49,54,66
30-Aug-2008,31,58,40
30-Aug-2008,58,57,55
30-Aug-2008,56,67,47
30-Aug-2008,73,37,38
30-Aug-2008,47,41,66
30-Aug-2008,60,44,73
30-Aug-2008,39,49,71
30-Aug-2008,45,48,48
30-Aug-2008,36,55,74
30-Aug-2008,45,47,64
30-Aug-2008,36,63,55
30-Aug-2008,57,38,58
05-Jun-2009,6,14,16
05-Jun-2009,8,9,11
05-Jun-2009,5,11,13
05-Jun-2009,6,9,21
05-Jun-2009,4,15,10
05-Jun-2009,5,11,13
05-Jun-2009,5,15,12
05-Jun-2009,4,16,15
05-Jun-2009,7,11,14
05-Jun-2009,8,10,19
05-Jun-2009,4,12,17
05-Jun-2009,5,16,12
05-Jun-2009,6,10,14
05-Jun-2009,7,19,11
05-Jun-2009,7,9,17
05-Jun-2009,5,10,13
05-Jun-2009,4,9,10
05-Jun-2009,7,10,11
05-Jun-2009,5,9,13
05-Jun-2009,8,10,13
05-Jun-2009,6,9,18
05-Jun-2009,7,11,15
05-Jun-2009,6,15,7
05-Jun-2009,7,14,10
05-Jun-2009,5,9,11
05-Jun-2009,8,9,8
05-Jun-2009,6,17,11
05-Jun-2009,5,12,10
05-Jun-2009,6,9,11
05-Jun-2009,6,17,11
05-Jun-2009,4,6,14
05-Jun-2009,5,10,13
05-Jun-2009,6,17,18
05-Jun-2009,6,9,16
05-Jun-2009,8,12,12
05-Jun-2009,6,14,11
05-Jun-2009,8,11,11
05-Jun-2009,5,13,11
05-Jun-2009,6,9,12
05-Jun-2009,6,15,11
05-Jun-2009,6,10,20
05-Jun-2009,6,17,14
05-Jun-2009,7,16,13
05-Jun-2009,7,9,12
05-Jun-2009,4,9,8
05-Jun-2009,8,11,16
05-Jun-2009,8,12,12
05-Jun-2009,9,10,16
05-Jun-2009,6,16,11
05-Jun-2009,5,7,16
05-Jun-2009,4,15,13
05-Jun-2009,6,9,24
05-Jun-2009,4,10,14
05-Jun-2009,4,7,15
05-Jun-2009,4,15,11
05-Jun-2009,7,12,12
05-Jun-2009,3,10,11
05-Jun-2009,7,14,12
05-Jun-2009,7,13,12
05-Jun-2009,6,10,9
05-Jun-2009,6,8,13
05-Jun-2009,7,6,22
05-Jun-2009,7,8,11
05-Jun-2009,4,8,12
05-Jun-2009,6,12,10
05-Jun-2009,6,14,18
05-Jun-2009,5,10,15
05-Jun-2009,5,10,10
05-Jun-2009,5,10,15
05-Jun-2009,7,13,8
05-Jun-2009,7,9,16
05-Jun-2009,5,15,12
05-Jun-2009,6,10,18
05-Jun-2009,5,11,18
05-Jun-2009,5,10,19
05-Jun-2009,4,12,12
14-Jun-2009,16,20,18
14-Jun-2009,14,15,19
14-Jun-2009,14,24,30
14-Jun-2009,20,17,22
14-Jun-2009,23,20,34
14-Jun-2009,14,12,18
14-Jun-2009,15,19,32
14-Jun-2009,11,12,31
14-Jun-2009,13,13,22
14-Jun-2009,19,13,28
14-Jun-2009,14,33,26
14-Jun-2009,13,12,21
14-Jun-2009,19,14,19
14-Jun-2009,14,11,18
14-Jun-2009,16,18,19
14-Jun-2009,13,14,16
14-Jun-2009,24,14,17
14-Jun-2009,15,11,15
14-Jun-2009,22,21,22
14-Jun-2009,21,26,18
14-Jun-2009,18,20,23
14-Jun-2009,21,20,30
14-Jun-2009,16,33,17
14-Jun-2009,17,19,14
14-Jun-2009,15,16,17
14-Jun-2009,14,25,37
14-Jun-2009,23,30,25
14-Jun-2009,13,13,19
14-Jun-2009,14,23,18
14-Jun-2009,14,30,16
14-Jun-2009,23,20,37
14-Jun-2009,17,27,25
14-Jun-2009,18,15,32
14-Jun-2009,22,30,43
14-Jun-2009,21,22,17
14-Jun-2009,12,23,20
14-Jun-2009,26,17,32
14-Jun-2009,20,12,16
14-Jun-2009,15,27,22
14-Jun-2009,15,14,18
14-Jun-2009,26,24,41
14-Jun-2009,18,11,23
14-Jun-2009,16,23,29
14-Jun-2009,23,24,21
14-Jun-2009,22,11,27
14-Jun-2009,13,17,37
14-Jun-2009,18,15,17
14-Jun-2009,22,18,21
14-Jun-2009,26,19,27
14-Jun-2009,18,12,24
14-Jun-2009,13,14,37
14-Jun-2009,18,14,50
14-Jun-2009,13,11,22
14-Jun-2009,13,13,28
14-Jun-2009,13,14,19
14-Jun-2009,17,15,20
14-Jun-2009,19,19,19
14-Jun-2009,20,20,28
14-Jun-2009,14,16,23
14-Jun-2009,24,40,24
14-Jun-2009,14,10,22
14-Jun-2009,23,17,20
14-Jun-2009,22,17,20
14-Jun-2009,17,19,25
14-Jun-2009,17,25,15
14-Jun-2009,25,20,34
14-Jun-2009,17,17,22
14-Jun-2009,27,16,35
14-Jun-2009,12,17,40
14-Jun-2009,13,14,34
14-Jun-2009,21,14,29
14-Jun-2009,16,17,44
14-Jun-2009,16,12,24
14-Jun-2009,18,13,23
14-Jun-2009,20,22,23
14-Jun-2009,18,14,19
29-Jun-2009,24,44,42
29-Jun-2009,29,21,20
29-Jun-2009,12,34,40
29-Jun-2009,14,23,17
29-Jun-2009,10,23,27
29-Jun-2009,10,25,23
29-Jun-2009,9,23,24
29-Jun-2009,12,26,46
29-Jun-2009,15,34,15
29-Jun-2009,15,17,43
29-Jun-2009,21,19,45
29-Jun-2009,10,22,23
29-Jun-2009,21,21,22
29-Jun-2009,17,22,55
29-Jun-2009,17,35,34
29-Jun-2009,15,21,36
29-Jun-2009,23,27,45
29-Jun-2009,34,23,25
29-Jun-2009,17,22,52
29-Jun-2009,39,21,54
29-Jun-2009,17,17,54
29-Jun-2009,20,19,45
29-Jun-2009,18,25,45
29-Jun-2009,8,24,30
29-Jun-2009,17,56,48
29-Jun-2009,11,20,44
29-Jun-2009,14,51,35
29-Jun-2009,18,19,46
29-Jun-2009,20,20,45
29-Jun-2009,12,33,35
29-Jun-2009,18,24,54
29-Jun-2009,14,23,50
29-Jun-2009,14,33,57
29-Jun-2009,16,59,45
29-Jun-2009,19,34,32
29-Jun-2009,15,30,19
29-Jun-2009,20,44,24
29-Jun-2009,22,22,38
29-Jun-2009,19,36,49
29-Jun-2009,42,22,44
29-Jun-2009,16,48,60
29-Jun-2009,35,33,39
29-Jun-2009,17,51,36
29-Jun-2009,17,18,55
29-Jun-2009,8,37,47
29-Jun-2009,23,35,43
29-Jun-2009,18,36,46
29-Jun-2009,37,25,40
29-Jun-2009,21,32,24
29-Jun-2009,21,21,50
29-Jun-2009,33,37,36
29-Jun-2009,22,20,42
29-Jun-2009,12,24,27
29-Jun-2009,16,22,35
29-Jun-2009,19,36,41
29-Jun-2009,13,26,52
29-Jun-2009,17,27,31
29-Jun-2009,21,38,39
29-Jun-2009,22,35,51
29-Jun-2009,15,61,31
29-Jun-2009,17,20,36
29-Jun-2009,16,20,59
29-Jun-2009,35,22,27
29-Jun-2009,18,28,35
29-Jun-2009,16,36,35
29-Jun-2009,21,21,32
29-Jun-2009,11,26,51
29-Jun-2009,22,19,57
29-Jun-2009,19,22,63
29-Jun-2009,9,35,44
29-Jun-2009,15,19,63
29-Jun-2009,16,25,45
29-Jun-2009,15,44,44
29-Jun-2009,16,28,47
29-Jun-2009,12,60,58
29-Jun-2009,19,49,49
19-Jul-2009,26,76,65
19-Jul-2009,40,46,42
19-Jul-2009,41,32,61
19-Jul-2009,30,29,57
19-Jul-2009,35,54,61
19-Jul-2009,51,66,35
19-Jul-2009,42,66,49
19-Jul-2009,11,66,41
19-Jul-2009,33,42,58
19-Jul-2009,41,41,42
19-Jul-2009,23,52,60
19-Jul-2009,35,33,63
19-Jul-2009,44,46,46
19-Jul-2009,44,38,50
19-Jul-2009,33,37,57
19-Jul-2009,23,53,53
19-Jul-2009,44,39,60
19-Jul-2009,33,47,46
19-Jul-2009,30,38,35
19-Jul-2009,22,44,65
19-Jul-2009,31,30,38
19-Jul-2009,40,76,39
19-Jul-2009,31,49,52
19-Jul-2009,43,46,42
19-Jul-2009,34,53,40
19-Jul-2009,27,53,65
19-Jul-2009,28,44,31
19-Jul-2009,30,43,40
19-Jul-2009,29,33,39
19-Jul-2009,32,47,41
19-Jul-2009,36,42,51
19-Jul-2009,29,70,52
19-Jul-2009,26,41,42
19-Jul-2009,24,51,49
19-Jul-2009,31,54,59
19-Jul-2009,23,54,43
19-Jul-2009,14,66,42
19-Jul-2009,44,31,50
19-Jul-2009,30,55,69
19-Jul-2009,44,34,71
19-Jul-2009,#N/A,54,71
19-Jul-2009,#N/A,39,60
19-Jul-2009,#N/A,45,64
19-Jul-2009,#N/A,38,52
19-Jul-2009,#N/A,56,47
19-Jul-2009,#N/A,43,47
19-Jul-2009,#N/A,50,56
19-Jul-2009,#N/A,66,53
19-Jul-2009,#N/A,43,68
19-Jul-2009,#N/A,58,50
19-Jul-2009,#N/A,52,56
19-Jul-2009,#N/A,49,65
19-Jul-2009,#N/A,64,49
19-Jul-2009,#N/A,50,57
19-Jul-2009,#N/A,50,63
19-Jul-2009,#N/A,46,54
19-Jul-2009,#N/A,58,61
19-Jul-2009,#N/A,34,74
19-Jul-2009,#N/A,49,49
19-Jul-2009,#N/A,39,49
19-Jul-2009,#N/A,44,45
19-Jul-2009,#N/A,41,40
19-Jul-2009,#N/A,57,43
19-Jul-2009,#N/A,48,66
19-Jul-2009,#N/A,36,51
19-Jul-2009,#N/A,44,65
19-Jul-2009,#N/A,38,66
19-Jul-2009,#N/A,60,48
19-Jul-2009,#N/A,73,41
19-Jul-2009,#N/A,57,56
19-Jul-2009,#N/A,44,49
19-Jul-2009,#N/A,51,55
19-Jul-2009,#N/A,71,66
19-Jul-2009,#N/A,43,62
19-Jul-2009,#N/A,63,72
19-Jul-2009,#N/A,45,72
19-Jul-2009,#N/A,47,72
19-Jul-2009,#N/A,49,68
19-Jul-2009,#N/A,50,66
19-Jul-2009,#N/A,37,43
19-Jul-2009,#N/A,44,46
19-Jul-2009,#N/A,36,47
19-Jul-2009,#N/A,68,#N/A
19-Jul-2009,#N/A,65,#N/A
11-Aug-2009,41,53,54
11-Aug-2009,55,66,55
11-Aug-2009,51,68,56
11-Aug-2009,47,59,71
11-Aug-2009,39,55,69
11-Aug-2009,51,52,63
11-Aug-2009,46,57,54
11-Aug-2009,58,51,52
11-Aug-2009,42,69,65
11-Aug-2009,47,46,71
11-Aug-2009,50,80,61
11-Aug-2009,55,51,53
11-Aug-2009,43,47,65
11-Aug-2009,48,50,46
11-Aug-2009,61,43,45
11-Aug-2009,43,62,67
11-Aug-2009,52,46,46
11-Aug-2009,57,69,47
11-Aug-2009,47,50,66
11-Aug-2009,50,64,67
11-Aug-2009,59,44,64
11-Aug-2009,46,90,79
11-Aug-2009,39,65,71
11-Aug-2009,50,66,48
11-Aug-2009,44,47,54
11-Aug-2009,63,49,52
11-Aug-2009,50,49,64
11-Aug-2009,57,77,54
11-Aug-2009,56,73,49
11-Aug-2009,55,68,55
11-Aug-2009,44,50,61
11-Aug-2009,56,51,72
11-Aug-2009,36,50,68
11-Aug-2009,50,67,75
11-Aug-2009,41,54,68
11-Aug-2009,41,57,80
11-Aug-2009,52,45,82
11-Aug-2009,52,57,65
11-Aug-2009,53,54,75
11-Aug-2009,58,49,80
11-Aug-2009,53,45,51
11-Aug-2009,54,64,46
11-Aug-2009,44,57,49
11-Aug-2009,35,77,66
11-Aug-2009,32,56,48
11-Aug-2009,53,49,61
11-Aug-2009,56,53,70
11-Aug-2009,49,88,55
11-Aug-2009,51,69,68
11-Aug-2009,45,51,63
11-Aug-2009,38,54,43
11-Aug-2009,44,52,47
11-Aug-2009,50,42,61
11-Aug-2009,30,70,46
11-Aug-2009,39,65,59
11-Aug-2009,44,56,70
11-Aug-2009,43,40,69
11-Aug-2009,47,61,57
11-Aug-2009,50,46,47
11-Aug-2009,43,58,70
11-Aug-2009,39,44,55
11-Aug-2009,45,64,67
11-Aug-2009,48,59,78
11-Aug-2009,56,64,53
11-Aug-2009,38,53,47
11-Aug-2009,42,54,68
11-Aug-2009,48,73,63
11-Aug-2009,48,55,72
11-Aug-2009,43,75,54
11-Aug-2009,38,57,65
11-Aug-2009,42,45,73
11-Aug-2009,52,54,72
11-Aug-2009,48,44,59
11-Aug-2009,60,48,54
11-Aug-2009,52,52,62
11-Aug-2009,54,62,79
17-Aug-2009,43,60,71
17-Aug-2009,39,58,58
17-Aug-2009,44,66,48
17-Aug-2009,62,76,65
17-Aug-2009,48,59,49
17-Aug-2009,42,61,58
17-Aug-2009,47,49,60
17-Aug-2009,53,54,55
17-Aug-2009,38,78,47
17-Aug-2009,39,44,46
17-Aug-2009,29,70,68
17-Aug-2009,47,70,48
17-Aug-2009,45,54,58
17-Aug-2009,41,56,65
17-Aug-2009,45,65,60
17-Aug-2009,46,48,48
17-Aug-2009,42,70,45
17-Aug-2009,48,49,45
17-Aug-2009,63,65,54
17-Aug-2009,39,65,67
17-Aug-2009,39,60,66
17-Aug-2009,42,55,56
17-Aug-2009,42,80,58
17-Aug-2009,42,78,45
17-Aug-2009,55,64,42
17-Aug-2009,44,55,57
17-Aug-2009,52,47,53
17-Aug-2009,62,68,51
17-Aug-2009,57,45,75
17-Aug-2009,56,63,67
17-Aug-2009,38,72,66
17-Aug-2009,57,48,70
17-Aug-2009,40,54,80
17-Aug-2009,61,72,61
17-Aug-2009,50,57,71
17-Aug-2009,65,73,50
17-Aug-2009,55,55,60
17-Aug-2009,60,52,61
17-Aug-2009,55,55,70
17-Aug-2009,44,51,60
17-Aug-2009,40,53,75
17-Aug-2009,47,55,65
17-Aug-2009,37,66,70
17-Aug-2009,38,47,60
17-Aug-2009,47,51,49
17-Aug-2009,65,45,73
17-Aug-2009,45,58,61
17-Aug-2009,48,44,56
17-Aug-2009,53,65,74
17-Aug-2009,55,56,54
17-Aug-2009,57,63,54
17-Aug-2009,50,54,68
17-Aug-2009,43,70,60
17-Aug-2009,37,58,53
17-Aug-2009,38,72,51
17-Aug-2009,52,59,66
17-Aug-2009,50,61,55
17-Aug-2009,54,64,50
17-Aug-2009,36,84,71
17-Aug-2009,40,82,66
17-Aug-2009,58,51,55
17-Aug-2009,52,50,79
17-Aug-2009,47,42,62
17-Aug-2009,49,64,52
17-Aug-2009,45,65,53
17-Aug-2009,48,48,53
17-Aug-2009,61,73,48
17-Aug-2009,63,57,50
17-Aug-2009,52,60,69
17-Aug-2009,64,55,72
17-Aug-2009,42,59,69
17-Aug-2009,40,44,67
17-Aug-2009,40,51,77
17-Aug-2009,40,45,65
17-Aug-2009,40,57,69
17-Aug-2009,50,69,62
27-Aug-2009,52,78,70
27-Aug-2009,73,59,60
27-Aug-2009,54,80,72
27-Aug-2009,58,62,73
27-Aug-2009,63,72,69
27-Aug-2009,42,64,67
27-Aug-2009,62,77,72
27-Aug-2009,54,59,74
27-Aug-2009,56,72,70
27-Aug-2009,56,90,62
27-Aug-2009,55,59,45
27-Aug-2009,67,67,74
27-Aug-2009,64,60,69
27-Aug-2009,59,71,66
27-Aug-2009,52,53,46
27-Aug-2009,49,66,58
27-Aug-2009,67,94,53
27-Aug-2009,59,55,70
27-Aug-2009,70,86,63
27-Aug-2009,51,72,64
27-Aug-2009,41,64,66
27-Aug-2009,43,79,70
27-Aug-2009,64,50,60
27-Aug-2009,54,72,58
27-Aug-2009,61,65,65
27-Aug-2009,59,54,58
27-Aug-2009,64,75,49
27-Aug-2009,65,65,60
27-Aug-2009,59,64,65
27-Aug-2009,50,66,73
27-Aug-2009,52,91,61
27-Aug-2009,67,54,66
27-Aug-2009,61,59,74
27-Aug-2009,61,76,76
27-Aug-2009,50,59,76
27-Aug-2009,49,67,68
27-Aug-2009,56,51,75
27-Aug-2009,57,63,62
27-Aug-2009,57,60,66
27-Aug-2009,74,57,68
27-Aug-2009,52,53,74
27-Aug-2009,68,73,76
27-Aug-2009,50,66,78
27-Aug-2009,43,78,70
27-Aug-2009,53,57,73
27-Aug-2009,54,69,78
27-Aug-2009,60,66,67
27-Aug-2009,52,91,65
27-Aug-2009,59,80,75
27-Aug-2009,54,67,64
27-Aug-2009,48,65,73
27-Aug-2009,55,62,74
27-Aug-2009,62,52,73
27-Aug-2009,46,79,65
27-Aug-2009,50,66,60
27-Aug-2009,52,60,60
27-Aug-2009,56,60,76
27-Aug-2009,57,71,69
27-Aug-2009,61,50,62
27-Aug-2009,48,64,75
27-Aug-2009,48,64,65
27-Aug-2009,58,75,65
27-Aug-2009,61,70,75
27-Aug-2009,70,78,54
27-Aug-2009,50,59,70
27-Aug-2009,56,56,61
27-Aug-2009,52,74,72
27-Aug-2009,52,65,95
27-Aug-2009,47,76,80
27-Aug-2009,50,63,75
27-Aug-2009,49,59,81
27-Aug-2009,65,65,80
27-Aug-2009,61,55,55
27-Aug-2009,72,62,63
27-Aug-2009,68,58,63
27-Aug-2009,70,78,#N/A
20-Jun-2010,13,24,20
20-Jun-2010,9,23,21
20-Jun-2010,16,19,23
20-Jun-2010,14,18,23
20-Jun-2010,10,20,30
20-Jun-2010,12,33,21
20-Jun-2010,11,30,23
20-Jun-2010,14,22,23
20-Jun-2010,10,23,17
20-Jun-2010,12,16,20
20-Jun-2010,14,22,19
20-Jun-2010,16,14,23
20-Jun-2010,12,20,22
20-Jun-2010,14,25,20
20-Jun-2010,21,20,27
20-Jun-2010,19,16,31
20-Jun-2010,11,20,23
20-Jun-2010,17,18,24
20-Jun-2010,9,19,30
20-Jun-2010,15,19,19
20-Jun-2010,16,34,22
20-Jun-2010,13,27,26
20-Jun-2010,14,21,27
20-Jun-2010,15,19,29
20-Jun-2010,14,34,23
20-Jun-2010,10,31,32
20-Jun-2010,14,21,23
20-Jun-2010,17,20,20
20-Jun-2010,22,29,23
20-Jun-2010,10,30,31
20-Jun-2010,13,26,24
20-Jun-2010,13,32,28
20-Jun-2010,13,23,33
20-Jun-2010,12,31,30
20-Jun-2010,12,20,30
20-Jun-2010,13,25,26
20-Jun-2010,13,21,24
20-Jun-2010,17,25,25
20-Jun-2010,16,22,29
20-Jun-2010,19,23,22
20-Jun-2010,16,21,37
20-Jun-2010,16,19,27
20-Jun-2010,14,19,46
